"ensembl_gene_id","external_gene_name","gene_biotype","external_gene_source","postip_21c_3.5","postip_21c_1.23","postip_21c_1.9","postip_21s_6.11","postip_21s_3.15","postip_21s_1.23","preip_21c_3.5","preip_21c_1.23","preip_21c_1.9","preip_21s_6.11","preip_21s_3.15","preip_21s_1.23"
"ENSMUSG00000055609","Hba-x","protein_coding","MGI Symbol",0,1,0,0,0,2,0,0,0,0,0,2
"ENSMUSG00000055610","Olfr307","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055612","Cdca7","protein_coding","MGI Symbol",1,32,3,2,10,1,6,19,20,14,10,18
"ENSMUSG00000055621","Olfr636-ps1","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055629","B4galnt4","protein_coding","MGI Symbol",312,120,124,246,290,195,279,248,356,167,158,256
"ENSMUSG00000055632","Hmcn2","protein_coding","MGI Symbol",5,0,4,0,5,1,0,17,3,4,4,15
"ENSMUSG00000055633","Zfp580","protein_coding","MGI Symbol",437,296,357,186,410,218,253,260,223,224,177,292
"ENSMUSG00000055639","Dach1","protein_coding","MGI Symbol",41,68,42,46,149,129,108,179,131,64,115,117
"ENSMUSG00000055643","4931431F19Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055652","Klhl25","protein_coding","MGI Symbol",95,92,75,111,94,72,214,213,204,178,146,127
"ENSMUSG00000055653","Gpc3","protein_coding","MGI Symbol",53,17,64,34,45,43,102,153,121,66,61,140
"ENSMUSG00000055660","Mettl4","protein_coding","MGI Symbol",192,80,183,45,175,118,217,180,128,126,153,106
"ENSMUSG00000055670","Zzef1","protein_coding","MGI Symbol",388,301,413,204,294,208,952,644,728,516,591,610
"ENSMUSG00000055675","Kbtbd11","protein_coding","MGI Symbol",1891,804,966,1300,1796,1401,2813,2000,1997,1589,1936,2362
"ENSMUSG00000055676","Gm5069","transcribed_processed_pseudogene","MGI Symbol",71,33,74,30,84,36,36,77,37,38,32,48
"ENSMUSG00000055679","Ctsr","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055681","Cope","protein_coding","MGI Symbol",1816,1343,1807,1650,2540,1493,1352,1576,1413,1605,760,1209
"ENSMUSG00000055691","Gja6","protein_coding","MGI Symbol",0,0,3,0,0,0,0,0,0,0,0,2
"ENSMUSG00000055692","Tmem191c","protein_coding","MGI Symbol",169,77,149,239,367,264,317,323,299,234,253,353
"ENSMUSG00000055694","Gdf1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055700","4933401B06Rik","transcribed_processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055704","Gm9978","protein_coding","MGI Symbol",0,0,0,0,0,0,0,15,0,0,3,1
"ENSMUSG00000055707","Klhl26","protein_coding","MGI Symbol",331,303,450,231,240,141,214,231,241,197,119,245
"ENSMUSG00000055717","Slain1","protein_coding","MGI Symbol",550,475,1085,311,371,361,2909,2735,2479,2421,1867,2589
"ENSMUSG00000055720","Ubl7","protein_coding","MGI Symbol",2546,3136,2419,2538,3388,2603,2032,1991,2046,1658,1270,2334
"ENSMUSG00000055723","Rras2","protein_coding","MGI Symbol",91,39,120,45,43,52,262,169,187,232,268,236
"ENSMUSG00000055725","Paqr3","protein_coding","MGI Symbol",86,42,35,38,118,74,76,63,59,31,75,45
"ENSMUSG00000055730","Ces2a","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055732","Gm9979","protein_coding","MGI Symbol",17,0,0,5,0,3,0,8,0,0,2,3
"ENSMUSG00000055733","Nap1l3","protein_coding","MGI Symbol",1172,532,719,316,1196,788,547,644,483,609,551,688
"ENSMUSG00000055737","Ghr","protein_coding","MGI Symbol",261,153,139,18,49,125,134,278,68,53,158,136
"ENSMUSG00000055745","Ldoc1l","protein_coding","MGI Symbol",615,191,394,600,459,394,674,776,782,545,397,705
"ENSMUSG00000055746","Magea2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055748","Gsdmc4","protein_coding","MGI Symbol",0,0,0,0,0,0,1,0,0,0,4,0
"ENSMUSG00000055760","Gemin6","protein_coding","MGI Symbol",109,57,105,35,164,59,47,35,20,60,37,32
"ENSMUSG00000055761","Nkain3","protein_coding","MGI Symbol",95,51,26,5,56,36,62,70,52,45,68,83
"ENSMUSG00000055762","Eef1d","protein_coding","MGI Symbol",1363,781,1174,578,1569,481,943,1149,1160,1163,767,998
"ENSMUSG00000055763","Gm6910","processed_pseudogene","MGI Symbol",1,0,1,2,0,1,0,0,3,0,0,3
"ENSMUSG00000055771","Gm7936","processed_pseudogene","MGI Symbol",5,5,11,5,2,5,5,6,8,12,7,14
"ENSMUSG00000055775","Myh8","protein_coding","MGI Symbol",22,5,1,4,5,6,11,7,2,6,4,4
"ENSMUSG00000055780","Usp26","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055782","Abcd2","protein_coding","MGI Symbol",703,695,355,239,666,577,464,553,323,445,390,488
"ENSMUSG00000055789","E330017A01Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055795","Gm5160","protein_coding","MGI Symbol",7,9,9,7,16,13,4,4,4,4,3,8
"ENSMUSG00000055799","Tcf7l1","protein_coding","MGI Symbol",55,36,81,7,23,5,191,165,155,111,139,260
"ENSMUSG00000055805","Fmnl1","protein_coding","MGI Symbol",572,307,150,313,366,421,475,489,575,295,253,437
"ENSMUSG00000055809","Dnaaf3","protein_coding","MGI Symbol",7,8,6,6,0,10,5,24,5,7,9,9
"ENSMUSG00000055811","Cldn17","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000055817","Mta3","protein_coding","MGI Symbol",1079,1196,853,982,1365,947,1939,1621,1773,1269,1197,1925
"ENSMUSG00000055818","A230083G16Rik","protein_coding","MGI Symbol",21,17,19,4,11,4,11,12,24,9,12,30
"ENSMUSG00000055820","Olfr967","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055826","Tescl","protein_coding","MGI Symbol",0,0,0,3,0,0,0,3,0,2,0,3
"ENSMUSG00000055827","Gsdmc3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055833","1700034H15Rik","antisense","MGI Symbol",46,0,35,8,95,26,15,24,9,22,44,29
"ENSMUSG00000055835","Zfp1","protein_coding","MGI Symbol",177,89,193,99,270,151,243,277,195,138,195,247
"ENSMUSG00000055838","Olfr357","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055839","Tceb2","protein_coding","MGI Symbol",2099,2529,3582,1335,3635,2006,936,861,920,1281,731,897
"ENSMUSG00000055850","Rnf181","protein_coding","MGI Symbol",1056,830,1072,633,1420,941,969,948,905,1076,769,948
"ENSMUSG00000055862","Izumo4","protein_coding","MGI Symbol",155,72,238,108,133,106,86,75,76,81,54,64
"ENSMUSG00000055865","Fam19a3","protein_coding","MGI Symbol",29,83,5,3,0,0,9,2,19,5,5,8
"ENSMUSG00000055866","Per2","protein_coding","MGI Symbol",34,31,63,47,120,65,169,225,196,130,205,234
"ENSMUSG00000055872","Gm9985","pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000055874","Foxi3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055882","Abhd16b","protein_coding","MGI Symbol",1,0,0,0,0,0,0,0,0,1,2,0
"ENSMUSG00000055884","Fancm","protein_coding","MGI Symbol",125,42,124,41,62,68,208,135,130,119,207,89
"ENSMUSG00000055891","Ubl4b","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000055895","Oosp2","protein_coding","MGI Symbol",0,0,4,0,0,8,0,0,0,0,0,0
"ENSMUSG00000055897","Ppp4r1l-ps","transcribed_unprocessed_pseudogene","MGI Symbol",994,695,821,112,392,267,433,360,414,246,634,569
"ENSMUSG00000055900","Tmem69","protein_coding","MGI Symbol",267,450,359,149,201,291,226,177,115,153,171,252
"ENSMUSG00000055912","Tmem150a","protein_coding","MGI Symbol",16,0,9,14,12,8,83,65,53,25,41,44
"ENSMUSG00000055917","Zfp277","protein_coding","MGI Symbol",173,178,85,26,96,93,92,102,52,77,84,92
"ENSMUSG00000055923","Aasdh","protein_coding","MGI Symbol",131,72,66,42,53,50,101,78,51,65,100,75
"ENSMUSG00000055926","Gm14137","protein_coding","MGI Symbol",0,10,0,0,0,0,5,9,10,2,13,11
"ENSMUSG00000055932","Fto","protein_coding","MGI Symbol",1863,2120,2418,2018,2885,1973,2631,2666,2604,2042,1783,2689
"ENSMUSG00000055933","Oosp3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055937","Krt28","protein_coding","MGI Symbol",3,0,44,0,11,1,5,3,2,3,2,3
"ENSMUSG00000055942","Obox7","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055943","Emc7","protein_coding","MGI Symbol",1670,741,1139,1043,1964,1102,1354,962,907,1895,973,1101
"ENSMUSG00000055944","E130018O15Rik","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055945","Prr18","protein_coding","MGI Symbol",230,133,426,178,74,101,1253,1133,1259,1063,856,1224
"ENSMUSG00000055958","Gm9987","pseudogene","MGI Symbol",0,0,0,0,0,0,2,2,0,0,0,1
"ENSMUSG00000055960","Skint4","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000055961","BC051076","antisense","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055963","Triqk","protein_coding","MGI Symbol",223,118,162,69,132,332,134,157,86,113,131,140
"ENSMUSG00000055968","Gm9988","pseudogene","MGI Symbol",0,0,0,1,0,0,2,1,0,0,1,0
"ENSMUSG00000055971","Olfr378","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055972","2810407A14Rik","lincRNA","MGI Symbol",1,0,0,0,0,2,2,3,0,0,5,0
"ENSMUSG00000055976","Cldn23","protein_coding","MGI Symbol",4,10,1,17,0,0,2,1,0,0,2,0
"ENSMUSG00000055978","Fut2","protein_coding","MGI Symbol",85,72,48,18,25,24,15,33,18,3,6,16
"ENSMUSG00000055980","Irs1","protein_coding","MGI Symbol",457,455,394,166,321,311,661,869,667,384,490,741
"ENSMUSG00000055991","Zkscan5","protein_coding","MGI Symbol",307,218,211,158,290,227,305,199,223,178,265,217
"ENSMUSG00000055994","Nod2","protein_coding","MGI Symbol",1,25,0,0,0,0,5,1,15,3,1,0
"ENSMUSG00000056004","9330182L06Rik","protein_coding","MGI Symbol",408,326,209,145,274,160,447,285,174,295,318,318
"ENSMUSG00000056008","Gm11541","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,4,0
"ENSMUSG00000056014","A430033K04Rik","protein_coding","MGI Symbol",118,87,214,29,161,177,217,139,149,124,172,131
"ENSMUSG00000056018","1700008F21Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,1,0,1,0,4,0
"ENSMUSG00000056019","Zfp709","protein_coding","MGI Symbol",100,66,37,4,59,70,46,83,76,35,77,82
"ENSMUSG00000056023","Gm9989","processed_transcript","MGI Symbol",0,0,0,1,1,2,1,0,11,1,3,5
"ENSMUSG00000056025","Clca3a1","protein_coding","MGI Symbol",44,10,41,0,1,6,5,8,2,7,3,5
"ENSMUSG00000056031","9330154J02Rik","processed_transcript","MGI Symbol",5,0,5,0,53,8,8,2,3,4,16,9
"ENSMUSG00000056032","BC018473","antisense","MGI Symbol",0,2,0,0,0,0,0,1,10,1,8,5
"ENSMUSG00000056035","Cyp3a11","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056043","Rgs9bp","protein_coding","MGI Symbol",18,0,9,0,0,0,5,3,0,2,9,0
"ENSMUSG00000056050","Mia3","protein_coding","MGI Symbol",664,640,466,285,1012,741,1126,708,678,1045,1105,1041
"ENSMUSG00000056054","S100a8","protein_coding","MGI Symbol",8,43,23,0,3,17,31,193,14,41,43,41
"ENSMUSG00000056055","Sag","protein_coding","MGI Symbol",0,1,2,3,16,1,14,4,8,2,5,6
"ENSMUSG00000056061","Gata5os","antisense","MGI Symbol",0,0,7,0,0,0,0,0,1,0,0,0
"ENSMUSG00000056069","Fam105a","protein_coding","MGI Symbol",67,29,52,29,91,57,93,79,73,92,39,43
"ENSMUSG00000056071","S100a9","protein_coding","MGI Symbol",17,97,39,12,9,18,53,255,15,44,34,60
"ENSMUSG00000056073","Grik2","protein_coding","MGI Symbol",412,400,296,193,730,417,619,612,408,426,564,474
"ENSMUSG00000056076","Eif3b","protein_coding","MGI Symbol",826,503,545,474,430,393,710,713,698,601,383,726
"ENSMUSG00000056078","Lipm","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056089","Gm5468","protein_coding","MGI Symbol",4,0,0,0,0,0,2,2,5,2,0,0
"ENSMUSG00000056091","St3gal5","protein_coding","MGI Symbol",1160,877,769,828,990,1148,774,632,615,798,463,732
"ENSMUSG00000056106","Gm9990","protein_coding","MGI Symbol",3,2,5,2,13,5,0,0,3,3,5,4
"ENSMUSG00000056115","Tas2r134","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056116","H2-T22","protein_coding","MGI Symbol",199,212,96,111,288,109,124,111,82,81,81,109
"ENSMUSG00000056116","H2-T22","protein_coding","MGI Symbol",199,212,96,111,288,109,124,111,82,81,81,109
"ENSMUSG00000056121","Fez2","protein_coding","MGI Symbol",1133,725,838,489,932,593,869,639,734,720,679,793
"ENSMUSG00000056124","B4galt6","protein_coding","MGI Symbol",2896,2102,1909,799,2238,1907,2080,1693,1317,1244,1729,1795
"ENSMUSG00000056128","Gm9991","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056130","Ticam2","protein_coding","MGI Symbol",4,0,0,0,0,0,8,7,2,2,3,4
"ENSMUSG00000056131","Pgm3","protein_coding","MGI Symbol",100,77,74,49,83,30,80,99,56,82,78,89
"ENSMUSG00000056133","Gm9992","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056144","Trim34a","protein_coding","MGI Symbol",1,0,0,0,0,0,3,23,10,4,4,4
"ENSMUSG00000056145","AI504432","lincRNA","MGI Symbol",56,10,99,35,35,89,132,158,88,80,191,143
"ENSMUSG00000056148","Rdh9","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000056153","Socs6","protein_coding","MGI Symbol",62,51,91,16,54,37,152,139,112,85,182,126
"ENSMUSG00000056155","Nanos3","protein_coding","MGI Symbol",61,53,46,12,130,19,6,15,7,15,10,7
"ENSMUSG00000056158","Car10","protein_coding","MGI Symbol",1206,517,976,586,1716,1609,1989,1169,1388,1242,1746,1303
"ENSMUSG00000056162","Cndp1","protein_coding","MGI Symbol",4,1,0,6,1,0,1,0,1,0,4,0
"ENSMUSG00000056167","Cnot10","protein_coding","MGI Symbol",252,221,159,149,281,149,327,323,254,229,335,320
"ENSMUSG00000056174","Col8a2","protein_coding","MGI Symbol",8,8,0,0,0,9,2,13,8,4,9,20
"ENSMUSG00000056184","Olfr283","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,1,2,1,0
"ENSMUSG00000056185","Snx32","protein_coding","MGI Symbol",939,803,734,672,899,757,751,972,754,557,475,760
"ENSMUSG00000056197","4931417E11Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056201","Cfl1","protein_coding","MGI Symbol",14322,13322,13918,10387,14384,9997,10113,10797,10969,9800,7563,11635
"ENSMUSG00000056203","Tas2r135","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056204","Pgpep1","protein_coding","MGI Symbol",340,257,251,138,152,42,396,534,574,485,336,411
"ENSMUSG00000056209","Npm3","protein_coding","MGI Symbol",0,1,1,3,0,0,1,3,7,1,1,2
"ENSMUSG00000056211","R3hdm1","protein_coding","MGI Symbol",3684,2971,3005,823,2353,2041,2685,2341,2174,1607,2773,2677
"ENSMUSG00000056214","Pard6g","protein_coding","MGI Symbol",19,22,27,18,67,28,93,58,79,50,59,64
"ENSMUSG00000056215","Lrguk","protein_coding","MGI Symbol",5,7,20,0,18,6,15,6,11,14,20,36
"ENSMUSG00000056216","Cebpg","protein_coding","MGI Symbol",495,271,416,184,451,351,806,457,515,412,865,587
"ENSMUSG00000056219","Gm5423","protein_coding","MGI Symbol",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000056220","Pla2g4a","protein_coding","MGI Symbol",68,2,40,7,35,29,156,143,95,148,132,89
"ENSMUSG00000056222","Spock1","protein_coding","MGI Symbol",11563,6895,5964,5046,8744,5247,4932,5354,5347,4337,4285,5931
"ENSMUSG00000056223","Spata31","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056228","Cars2","protein_coding","MGI Symbol",94,36,18,44,81,53,63,59,68,47,41,46
"ENSMUSG00000056234","Ncoa4","protein_coding","MGI Symbol",116,80,26,34,100,68,79,83,77,80,69,66
"ENSMUSG00000056257","Gm5447","protein_coding","MGI Symbol",0,0,0,0,0,4,4,2,1,11,8,1
"ENSMUSG00000056258","Kcnq3","protein_coding","MGI Symbol",1210,336,682,226,995,829,1643,1120,818,707,1837,1048
"ENSMUSG00000056260","Lrif1","protein_coding","MGI Symbol",98,91,61,32,169,131,115,176,97,76,123,125
"ENSMUSG00000056267","Cep70","protein_coding","MGI Symbol",133,56,66,12,65,50,86,48,51,41,92,74
"ENSMUSG00000056268","Dennd1b","protein_coding","MGI Symbol",509,503,351,167,280,194,697,478,369,593,436,377
"ENSMUSG00000056270","Prr9","protein_coding","MGI Symbol",0,0,0,0,0,0,0,3,3,0,0,0
"ENSMUSG00000056271","Lman1l","protein_coding","MGI Symbol",6,0,6,4,13,2,1,2,8,0,1,1
"ENSMUSG00000056281","Olfr1322","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056288","Gm11961","antisense","MGI Symbol",0,0,0,1,5,1,0,0,0,1,0,0
"ENSMUSG00000056290","Ms4a4b","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000056293","Gsdmc2","protein_coding","MGI Symbol",0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056296","Synpr","protein_coding","MGI Symbol",55,67,27,77,188,216,126,169,87,144,146,138
"ENSMUSG00000056300","Gm13247","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000056305","Usp39","protein_coding","MGI Symbol",476,488,551,257,607,417,341,390,269,362,247,360
"ENSMUSG00000056306","Sertm1","protein_coding","MGI Symbol",50,70,26,15,143,55,137,127,83,63,93,81
"ENSMUSG00000056310","Tyw1","protein_coding","MGI Symbol",43,6,19,12,139,15,99,77,68,52,57,51
"ENSMUSG00000056313","1810011O10Rik","protein_coding","MGI Symbol",31,24,67,1,0,14,23,46,13,19,23,33
"ENSMUSG00000056316","Gm9996","protein_coding","MGI Symbol",90,93,36,14,84,40,18,40,18,20,46,22
"ENSMUSG00000056328","Myh1","protein_coding","MGI Symbol",1,9,0,2,0,1,31,229,5,10,1,33
"ENSMUSG00000056329","1810010K12Rik","processed_transcript","MGI Symbol",0,8,0,0,1,0,3,0,9,12,10,1
"ENSMUSG00000056332","Gm16294","lincRNA","MGI Symbol",0,0,0,0,0,0,4,0,0,0,1,0
"ENSMUSG00000056342","Usp34","protein_coding","MGI Symbol",1659,1626,1503,435,2613,1812,1897,1613,1175,1274,1958,1320
"ENSMUSG00000056350","Krtap13-1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056359","D830013O20Rik","protein_coding","MGI Symbol",12,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056366","Fabp3-ps1","protein_coding","MGI Symbol",10,9,11,6,15,15,8,5,10,10,7,17
"ENSMUSG00000056367","Actr3b","protein_coding","MGI Symbol",1109,1026,914,485,1024,617,473,380,304,349,375,363
"ENSMUSG00000056370","Sftpb","protein_coding","MGI Symbol",0,0,0,0,0,0,5,0,0,0,4,0
"ENSMUSG00000056379","Taar1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056380","Gpr50","protein_coding","MGI Symbol",10,12,7,3,8,3,3,0,19,7,7,9
"ENSMUSG00000056383","AI987944","protein_coding","MGI Symbol",7,33,14,2,4,45,24,26,28,33,34,20
"ENSMUSG00000056394","Lig1","protein_coding","MGI Symbol",162,131,130,260,306,223,310,323,287,261,330,381
"ENSMUSG00000056399","Prss34","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000056411","Gm12500","antisense","MGI Symbol",54,5,324,29,54,25,10,19,17,28,19,26
"ENSMUSG00000056412","Gm12396","processed_pseudogene","MGI Symbol",11,14,6,10,0,15,13,11,16,12,10,10
"ENSMUSG00000056413","Adap1","protein_coding","MGI Symbol",2689,2123,1924,1438,1553,1272,2262,1977,2049,2000,1121,1847
"ENSMUSG00000056418","BC043934","lincRNA","MGI Symbol",1,0,0,2,0,15,2,3,26,14,11,10
"ENSMUSG00000056423","Uts2b","protein_coding","MGI Symbol",543,313,445,42,80,89,41,30,23,43,27,36
"ENSMUSG00000056426","Nat3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000056427","Slit3","protein_coding","MGI Symbol",1777,1671,853,224,594,289,343,359,360,221,286,428
"ENSMUSG00000056429","Tgoln1","protein_coding","MGI Symbol",2556,1218,1557,1160,2231,1597,2030,1538,1256,1502,1490,1367
"ENSMUSG00000056429","Tgoln1","protein_coding","MGI Symbol",2556,1218,1557,1160,2231,1597,2030,1538,1256,1502,1490,1367
"ENSMUSG00000056436","Cyct","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000056445","Hoxaas2","processed_transcript","MGI Symbol",10,0,1,32,1,15,7,34,10,12,13,7
"ENSMUSG00000056457","Prl2c3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056457","Prl2c3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056458","Mok","protein_coding","MGI Symbol",247,166,370,95,110,170,218,190,198,146,156,157
"ENSMUSG00000056459","Zbtb25","protein_coding","MGI Symbol",141,209,159,61,168,112,179,132,106,104,156,145
"ENSMUSG00000056468","5730596B20Rik","protein_coding","MGI Symbol",4,0,0,0,0,0,14,15,18,4,24,37
"ENSMUSG00000056476","Med12l","protein_coding","MGI Symbol",729,645,469,331,787,590,1152,882,882,733,1012,899
"ENSMUSG00000056481","Cd248","protein_coding","MGI Symbol",37,9,47,7,0,5,40,69,95,36,25,68
"ENSMUSG00000056486","Chn1","protein_coding","MGI Symbol",3242,1650,1918,1721,4221,3851,2611,1931,1670,2176,2100,1830
"ENSMUSG00000056487","Mettl7a2","protein_coding","MGI Symbol",0,0,0,1,0,1,0,1,0,0,0,1
"ENSMUSG00000056492","Adgrf5","protein_coding","MGI Symbol",21,37,29,0,32,59,79,188,158,41,106,63
"ENSMUSG00000056493","Foxk1","protein_coding","MGI Symbol",645,533,615,416,445,414,1099,1229,1326,653,785,1385
"ENSMUSG00000056494","Cngb3","protein_coding","MGI Symbol",0,1,0,0,0,0,1,3,0,0,0,1
"ENSMUSG00000056498","Tmem154","protein_coding","MGI Symbol",62,35,26,11,9,15,17,19,3,2,8,7
"ENSMUSG00000056501","Cebpb","protein_coding","MGI Symbol",34,20,66,6,12,35,6,15,13,6,7,8
"ENSMUSG00000056508","1700001K19Rik","protein_coding","MGI Symbol",1,0,0,0,0,3,5,3,6,5,4,4
"ENSMUSG00000056509","Gm9999","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056515","Rab31","protein_coding","MGI Symbol",639,320,548,429,447,413,2875,2339,2232,2334,1998,2088
"ENSMUSG00000056529","Ptafr","protein_coding","MGI Symbol",5,1,1,3,0,12,24,34,16,34,19,11
"ENSMUSG00000056531","Ccdc18","protein_coding","MGI Symbol",0,0,37,0,0,0,2,5,4,10,10,8
"ENSMUSG00000056536","Pign","protein_coding","MGI Symbol",100,116,67,22,108,139,259,213,161,179,175,148
"ENSMUSG00000056537","Rlim","protein_coding","MGI Symbol",1133,914,1003,512,1039,919,1161,1171,812,827,1093,1043
"ENSMUSG00000056544","Defb21","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056553","Ptprn2","protein_coding","MGI Symbol",1699,1725,943,958,1192,980,1032,1092,961,785,668,1187
"ENSMUSG00000056564","Olfr324","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056569","Mpz","protein_coding","MGI Symbol",323,741,1764,387,62,544,1784,7140,8165,2657,466,5939
"ENSMUSG00000056579","Tug1","processed_transcript","MGI Symbol",825,430,432,176,628,532,687,626,401,431,694,557
"ENSMUSG00000056586","Zar1l","protein_coding","MGI Symbol",0,0,0,0,0,10,0,0,0,0,0,0
"ENSMUSG00000056592","Zfp658","protein_coding","MGI Symbol",45,76,31,13,41,29,53,52,38,40,44,52
"ENSMUSG00000056596","Trnp1","protein_coding","MGI Symbol",6856,4373,6704,2716,5231,2755,1915,1956,2220,1841,1313,2151
"ENSMUSG00000056598","Lrrc48","protein_coding","MGI Symbol",49,66,204,41,192,72,101,77,81,56,67,55
"ENSMUSG00000056600","Olfr90","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056602","Fry","protein_coding","MGI Symbol",2374,1819,2182,843,1668,1244,2025,2186,2056,1696,1610,2529
"ENSMUSG00000056605","Krt72","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056606","Gm10000","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056608","Chd9","protein_coding","MGI Symbol",994,1063,1108,454,609,864,2601,1492,1432,1073,2081,1758
"ENSMUSG00000056612","Ppp1r14b","protein_coding","MGI Symbol",81,107,123,52,7,43,117,75,117,120,64,100
"ENSMUSG00000056617","4931429L15Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,5,2,0
"ENSMUSG00000056629","Fkbp2","protein_coding","MGI Symbol",1692,1542,1997,2840,2793,2266,1523,1871,2108,2152,1829,2352
"ENSMUSG00000056632","Dsg3","protein_coding","MGI Symbol",0,0,0,0,0,3,1,1,0,1,0,0
"ENSMUSG00000056643","Chst13","protein_coding","MGI Symbol",0,0,0,0,0,0,0,6,0,0,0,0
"ENSMUSG00000056648","Hoxb8","protein_coding","MGI Symbol",661,792,892,2759,3809,3421,2154,2723,2609,1645,2481,3365
"ENSMUSG00000056656","Apol8","protein_coding","MGI Symbol",106,73,115,107,153,141,80,74,70,59,58,80
