#id	symbol	day0	day4	day5	day6
ENSMUSG00000041929	Gm6363	0	0	0	0
ENSMUSG00000041930	BC057022	0.2955	1.438	1.7015	1.1118
ENSMUSG00000041935	AW549877	8.5571	7.8424	11.6205	8.9842
ENSMUSG00000041936	Agrn	8.4622	13.6946	21.8763	30.8227
ENSMUSG00000041939	Mvk	4.5752	7.9332	13.4569	19.9092
ENSMUSG00000041945	Mfsd9	0.315	0.3873	0.5757	1.2142
ENSMUSG00000041949	Tmco7	2.811	2.4861	1.3599	1.1524
ENSMUSG00000041954	Tnfrsf18	0.0286	0	0	0
ENSMUSG00000041957	Pkp2	10.0293	5.3511	6.9341	2.1345
ENSMUSG00000041958	Pigs	6.0434	10.8547	5.7149	5.8918
ENSMUSG00000041959	S100a10	36.1182	5.8876	14.105	86.1358
ENSMUSG00000041961	Znrf3	2.2074	3.2637	1.7103	0.6046
ENSMUSG00000041966	Dcaf17	9.0824	5.9386	6.9232	5.3747
ENSMUSG00000041974	2310008H04Rik	7.299	5.3788	4.84	2.5724
ENSMUSG00000041975	Mettl8	2.3246	3.6183	2.684	3.0244
ENSMUSG00000041977	Arhgef11	3.6829	4.7258	10.5949	11.9087
ENSMUSG00000041984	Rptn	0	0	0	0
ENSMUSG00000041986	Elmod1	0.0241	0.0167	0.2583	1.9909
ENSMUSG00000041991	Hrnr	0.0016	0	0	0
ENSMUSG00000041992	Rapgef5	4.6435	0.6586	1.7334	3.3127
ENSMUSG00000041995	Zbed3	1.078	6.5688	3.4616	3.4491
ENSMUSG00000041997	Tlk1	12.5409	16.2584	12.291	6.8342
ENSMUSG00000042002	Foxn4	0.4378	0.8407	0.4753	0.1556
ENSMUSG00000042010	Acacb	1.7533	0.408	0.2982	0.3446
ENSMUSG00000042015	Wdr41	2.4682	3.8909	3.4654	3.2236
ENSMUSG00000042029	Ncapg2	9.6782	11.9103	2.2681	0.427
ENSMUSG00000042031	Lce3b	0	0	0	0
ENSMUSG00000042032	Mat2b	35.7993	23.5256	17.6229	9.7797
ENSMUSG00000042035	Igsf3	5.1638	1.995	9.1128	8.1753
ENSMUSG00000042041	2010003K11Rik	0	0	0	0.027
ENSMUSG00000042042	Csgalnact2	3.0489	2.1743	3.4315	2.9194
ENSMUSG00000042043	Tbca	33.9016	71.7921	61.3299	85.5314
ENSMUSG00000042045	Sln	0	0	0	0
ENSMUSG00000042046	Dstyk	1.8932	2.0258	3.7234	3.5698
ENSMUSG00000042050	Wdr60	0.4302	0.9685	0.6498	0.3663
ENSMUSG00000042055	Wdr11	6.3828	7.4879	9.3287	7.2151
ENSMUSG00000042063	Zfp386	4.9161	12.8874	17.8659	12.7615
ENSMUSG00000042064	Myo3b	0.0144	0.0116	0.0112	0.0606
ENSMUSG00000042066	Tmcc2	0.9143	3.9734	11.388	10.9957
ENSMUSG00000042073	Abhd14b	0.6191	1.2762	0.5294	0.9874
ENSMUSG00000042078	Svop	0.3653	1.1299	11.3642	21.8946
ENSMUSG00000042079	Hnrnpf	115.861	77.6785	40.56	16.2959
ENSMUSG00000042082	Arsb	0.0766	0.5472	0.0734	0.0527
ENSMUSG00000042087	4933440N22Rik	0.0644	0.4157	0	0
ENSMUSG00000042092	Lce1c	0	0	0	0
ENSMUSG00000042096	Dao	0.0153	0	0	0
ENSMUSG00000042097	Zfp239	2.5062	2.7043	1.951	2.6695
ENSMUSG00000042099	Kank3	7.9888	0.9272	0.9445	1.5374
ENSMUSG00000042102	Dmgdh	0.4131	0	0	0
ENSMUSG00000042104	Uggt2	3.8657	4.5616	4.4329	7.7253
ENSMUSG00000042105	Inpp5f	1.8894	4.2886	25.0457	59.4449
ENSMUSG00000042106	6230427J02Rik	0.6617	0.0415	0.1204	0.416
ENSMUSG00000042109	Csdc2	0.0964	0.2796	1.1929	2.0181
ENSMUSG00000042111	Ccdc115	6.3804	10.7786	4.9405	3.6124
ENSMUSG00000042115	Klhdc8a	0.107	0.0837	0.3308	0.8045
ENSMUSG00000042116	Vwa1	0.4196	0.1802	0.7236	1.3635
ENSMUSG00000042118	Bhmt2	0.2373	0	0	0
ENSMUSG00000042121	Ssh1	1.5524	2.5581	1.9558	2.0123
ENSMUSG00000042124	Lce1f	0	0	0	0
ENSMUSG00000042129	Rassf4	0.2587	0.9003	2.2038	1.1698
ENSMUSG00000042133	Ppig	11.8985	10.831	6.4007	6.2042
ENSMUSG00000042138	BC024479	8.2074	9.4979	7.3404	9.2507
ENSMUSG00000042148	Cox10	3.3005	6.1334	3.3574	4.0408
ENSMUSG00000042155	Klhl23	1.626	7.184	5.6726	9.9468
ENSMUSG00000042156	Dzip1	2.2613	4.029	7.3718	12.509
ENSMUSG00000042157	Sprr2i	0	0	0	0
ENSMUSG00000042165	Gm9774	0	0	0.0449	0
ENSMUSG00000042167	Papd4	5.4924	9.0202	10.4474	9.4666
ENSMUSG00000042178	Armc5	1.0086	2.9624	1.9163	2.0111
ENSMUSG00000042179	Pnliprp1	0	0	0	0
ENSMUSG00000042182	Bend6	0.0593	1.1106	0.8112	3.1356
ENSMUSG00000042184	1700069L16Rik	0.0321	0	0	0
ENSMUSG00000042185	Nfrkb	5.9072	6.0352	6.2593	7.3714
ENSMUSG00000042189	Tekt3	0	0	0	0
ENSMUSG00000042190	Cmklr1	1.9965	0.0277	1.2156	0.2078
ENSMUSG00000042195	Slc35f2	10.8451	2.0674	0.6862	1.0818
ENSMUSG00000042197	Zfp451	9.8707	12.8213	18.2874	15.8448
ENSMUSG00000042198	Chchd7	7.315	14.5134	7.9887	6.5884
ENSMUSG00000042200	Cdrt4	0.0562	0.0503	0.1385	0.145
ENSMUSG00000042202	Slc35e2	7.5776	7.0517	10.364	12.2841
ENSMUSG00000042203	Tbc1d22b	1.5568	3.4332	3.5349	4.3464
ENSMUSG00000042207	Kdm5b	52.2199	14.7473	36.9229	34.4513
ENSMUSG00000042208	0610010F05Rik	5.8833	9.5967	20.1927	34.3906
ENSMUSG00000042210	Abhd14a	4.0025	6.4167	2.1913	1.4456
ENSMUSG00000042211	Fbxo38	12.7	7.8005	11.7714	10.9227
ENSMUSG00000042212	Sprr2d	0	0	0	0
ENSMUSG00000042213	Anubl1	0.3961	0.5294	0.4874	0.4408
ENSMUSG00000042215	Bag2	1.7364	4.4178	1.9275	1.3935
ENSMUSG00000042216	Sgsm1	1.4514	2.8643	3.9174	3.2373
ENSMUSG00000042219	Olfr631	0	0	0	0
ENSMUSG00000042225	Ammecr1	3.7374	5.3961	1.4667	0.8505
ENSMUSG00000042228	Lyn	0.7991	0.5836	0.2703	0.1839
ENSMUSG00000042229	Rabif	7.2547	5.3439	5.4135	5.6435
ENSMUSG00000042233	2010015L04Rik	1.1073	1.7793	0.4046	0.256
ENSMUSG00000042240	Crybb2	0	0	0	0
ENSMUSG00000042243	BC051665	0	0	0	0
ENSMUSG00000042244	Pglyrp3	0.0597	0	0	0
ENSMUSG00000042246	Tmc7	1.1078	1.0688	3.1428	2.0214
ENSMUSG00000042248	Cyp2c37	0	0	0	0
ENSMUSG00000042249	Adrbk2	0.9284	0.7786	2.3111	2.6323
ENSMUSG00000042250	Pglyrp4	0	0	0	0
ENSMUSG00000042251	Pm20d1	0.6494	0.4499	0.1164	0.0554
ENSMUSG00000042254	Cilp	0.0223	0.0083	0.039	0.0707
ENSMUSG00000042256	3110082D06Rik	0.0088	0.0812	0.0366	0.1588
ENSMUSG00000042258	Isl1	0.0985	3.6815	88.0079	116.467
ENSMUSG00000042262	Ccr8	0	0	0	0
ENSMUSG00000042265	Trem1	0	0	0	0
ENSMUSG00000042268	Slc26a9	0.0374	0	0	0.0057
ENSMUSG00000042271	Nxt2	7.2164	2.2307	3.1602	1.2773
ENSMUSG00000042272	Sestd1	4.7421	4.7672	9.2956	15.0543
ENSMUSG00000042275	Pelo	4.2003	6.5766	2.5527	2.0754
ENSMUSG00000042279	H1foo	0	0	0	0
ENSMUSG00000042282	Gucy2f	0	0	0	0
ENSMUSG00000042284	Itga1	0.8273	0.1256	0.0415	0.0268
ENSMUSG00000042286	Stab1	0.1045	0.0247	0.1702	0.0411
ENSMUSG00000042289	Hsd3b7	1.7362	0.8576	0.5461	0.3406
ENSMUSG00000042292	Mkl1	1.8164	2.8962	1.604	1.7026
ENSMUSG00000042293	Gm5617	2.3791	2.0073	1.4249	1.8816
ENSMUSG00000042298	Ttc19	6.9967	6.3001	6.3203	10.2558
ENSMUSG00000042302	Ehbp1	4.2986	4.7468	7.333	10.6635
ENSMUSG00000042303	Sgsm3	4.4171	4.0353	3.5149	4.8453
ENSMUSG00000042305	Tmem183a	23.9018	19.7949	19.0721	20.5708
ENSMUSG00000042306	S100a14	0.0554	0	0	0
ENSMUSG00000042308	Setd1a	1.9577	4.4371	1.489	1.5915
ENSMUSG00000042312	S100a13	1.3658	0.2875	1.4294	1.89
ENSMUSG00000042320	Prox2	0.0272	0.0694	0.0502	0.0662
ENSMUSG00000042323	Pbrm1	17.1339	23.6463	44.4987	38.3389
ENSMUSG00000042328	Hps4	4.4767	6.7618	4.3749	4.4756
ENSMUSG00000042331	Specc1	2.1941	2.2462	2.0239	0.8643
ENSMUSG00000042333	Tnfrsf14	0.0301	0	0.0958	0
ENSMUSG00000042340	Ctf1	0.6083	0.4492	0.403	0.0799
ENSMUSG00000042345	Ubash3a	0.9773	0	0	0
ENSMUSG00000042348	Arl15	13.6144	3.9085	5.8526	4.8067
ENSMUSG00000042349	Ikbke	0.2241	0.2847	0	0.0203
ENSMUSG00000042350	1110018G07Rik	6.0554	7.6882	11.1195	13.6333
ENSMUSG00000042351	Grap2	0.0178	0	0	0
ENSMUSG00000042353	Frem3	0.0054	0	0	0
ENSMUSG00000042354	Gnl3	45.3639	33.5856	5.7244	4.7217
ENSMUSG00000042357	Gjb5	3.3331	0.1039	0	0.0188
ENSMUSG00000042359	Osbpl6	0.3162	2.3079	3.5991	5.5918
ENSMUSG00000042360	4930433N12Rik	0.1898	0.0976	0.0325	0
ENSMUSG00000042363	1110067D22Rik	9.8289	6.184	4.3633	9.9457
ENSMUSG00000042364	Snx18	23.3271	10.2239	79.1651	24.2887
ENSMUSG00000042367	Gjb3	17.3228	0.027	0	0.019
ENSMUSG00000042369	Rbm45	13.1721	11.5616	11.8736	12.8078
ENSMUSG00000042371	Slc5a10	0.0225	0	0	0.0311
ENSMUSG00000042372	Dmrt3	0.3035	0.3773	0.4606	0.1479
ENSMUSG00000042377	Fam83g	2.2604	0.5272	0.257	0.3164
ENSMUSG00000042379	Esm1	0.0097	0	0.1926	0.0157
ENSMUSG00000042380	BC003266	10.4739	12.4487	8.1943	10.444
ENSMUSG00000042385	Gzmk	0	0	0	0
ENSMUSG00000042386	Tex13	0.1105	0	0	0
ENSMUSG00000042388	Dlgap3	1.8728	0.7059	0.8331	2.8647
ENSMUSG00000042389	Tsen2	6.2602	7.6536	2.8756	2.3286
ENSMUSG00000042390	Gatad2b	3.8777	4.0178	4.3613	2.4781
ENSMUSG00000042396	Rbm7	28.6144	19.8615	24.6217	16.5178
ENSMUSG00000042401	Crtac1	0.2401	0.2191	5.6506	3.027
ENSMUSG00000042402	Olfr607	0	0	0	0
ENSMUSG00000042404	Dennd4b	1.0764	3.3524	1.8575	2.2866
ENSMUSG00000042406	Atf4	39.3193	85.6084	19.1321	23.365
ENSMUSG00000042408	Zmym6	9.0824	5.2359	9.2507	11.3766
ENSMUSG00000042410	Agps	38.3806	28.1175	24.6294	26.6615
ENSMUSG00000042414	Prdm14	2.4173	0	0	0.0119
ENSMUSG00000042417	Ccno	0.656	0.0272	0	0
ENSMUSG00000042419	Nfkbil1	2.9904	4.3508	2.6469	2.6831
ENSMUSG00000042423	Fbrs	0.5057	2.8359	1.8573	1.3361
ENSMUSG00000042425	Frmpd3	0	0.0139	0.6474	1.4742
ENSMUSG00000042426	Dhx29	11.7397	7.6288	6.7397	5.5908
ENSMUSG00000042428	Mgat3	1.9519	2.3316	4.7542	8.3818
ENSMUSG00000042429	Adora1	0.0536	0.0341	0.1706	1.4093
ENSMUSG00000042433	E230019M04Rik	0	0	0	0
ENSMUSG00000042436	Mfap4	0.055	0.7647	3.3514	0.2235
ENSMUSG00000042439	Zfp532	18.4914	8.4743	17.3206	21.5059
ENSMUSG00000042444	Fam63b	0.9217	1.1125	3.102	5.4879
ENSMUSG00000042446	Zmym4	21.5046	28.7787	31.4207	22.9113
ENSMUSG00000042447	Mios	6.2423	7.2496	5.704	6.5986
ENSMUSG00000042448	Hoxd1	0.0594	0.6035	0.4109	1.3544
ENSMUSG00000042451	Mybph	0.0106	0	0.0172	0.013
ENSMUSG00000042453	Reln	0.3904	0.4458	0.5483	1.7177
ENSMUSG00000042459	Bpifa2	0	0	0	0
ENSMUSG00000042460	C1galt1	8.364	6.757	3.7971	3.8849
ENSMUSG00000042462	Dctpp1	44.689	86.7422	17.4888	10.5065
ENSMUSG00000042464	Hoxd4	0.1034	51.358	48.0182	47.6364
ENSMUSG00000042472	Zfp410	5.6976	10.3573	14.6204	14.5804
ENSMUSG00000042473	Tbc1d8b	0.4837	0.5545	0.242	0.0603
ENSMUSG00000042474	Faim3	0	0	0	0
ENSMUSG00000042476	Abcb4	0.0176	0.1006	0.0355	0.1402
ENSMUSG00000042477	Tfap2e	0	0	0	0
ENSMUSG00000042485	Mustn1	0.0376	0.1371	0.0921	0.1176
ENSMUSG00000042487	Leo1	8.6493	7.0869	4.4565	5.3317
ENSMUSG00000042489	Clspn	6.112	13.7614	1.7543	0.2005
ENSMUSG00000042492	Tbc1d10b	20.384	7.2171	10.5755	13.2366
ENSMUSG00000042496	Prdm10	2.5677	2.4793	2.8364	2.2336
ENSMUSG00000042498	D330045A20Rik	0.0929	0.7828	0.5276	0.0733
ENSMUSG00000042499	Hoxd11	0.0108	0	0	0
ENSMUSG00000042500	Eif2c4	0.2139	0.3995	1.2322	1.5308
ENSMUSG00000042501	Cpa6	0.0115	0	0	0
ENSMUSG00000042502	Cd2bp2	13.0108	19.8311	13.3689	14.7728
ENSMUSG00000042505	Acn9	1.6724	2.5343	1.9101	2.023
ENSMUSG00000042506	Usp22	10.1151	23.371	34.8914	58.1135
ENSMUSG00000042507	C130039O16Rik	3.6381	5.2187	1.8681	1.3473
ENSMUSG00000042508	Dmtf1	11.0161	10.2501	15.9884	14.8083
ENSMUSG00000042510	AA986860	0.1897	0.0484	0.0681	0.1028
ENSMUSG00000042514	Klhl14	0.005	0.3824	0.0093	0
ENSMUSG00000042515	Mum1l1	1.332	4.1718	1.4837	0.744
ENSMUSG00000042520	Ubap2l	8.28	12.8259	9.4595	5.8352
ENSMUSG00000042523	Dnalc1	1.3183	1.3213	2.0066	1.267
ENSMUSG00000042524	Sun2	1.9948	2.3246	6.6093	10.4531
ENSMUSG00000042525	4933428M09Rik	0	0	0	0
ENSMUSG00000042529	Kcnj12	1.0938	0.3104	1.732	2.5193
ENSMUSG00000042532	Golga7b	0.008	0.0312	1.482	7.1587
ENSMUSG00000042535	Gtpbp1	9.7039	10.4856	8.0801	6.9919
ENSMUSG00000042540	Acot5	0.054	0	0	0
ENSMUSG00000042541	Shfm1	43.1257	121.055	101.443	70.7222
ENSMUSG00000042548	Asxl1	5.7212	9.9035	4.5879	4.5883
ENSMUSG00000042549	Gm16516	1.228	0.5573	0.3325	0.169
ENSMUSG00000042554	Zp3r	0.0456	0	0	0
ENSMUSG00000042557	Sin3a	39.0979	15.921	14.2505	8.3558
ENSMUSG00000042558	Adprhl2	12.1273	13.1958	6.2082	7.4921
ENSMUSG00000042564	4933432B09Rik	0.1134	0.4989	1.4141	1.6354
ENSMUSG00000042567	Nek10	0.0852	0.026	0.0321	0.04
ENSMUSG00000042569	Dhrs7b	8.9801	7.8952	3.1681	4.2627
ENSMUSG00000042570	Mier2	7.2481	9.1165	8.7367	10.2429
ENSMUSG00000042572	Ube2q1	9.7112	12.5914	15.8678	12.6231
ENSMUSG00000042579	4632404H12Rik	0.3363	0.4641	0.5568	0.6272
ENSMUSG00000042581	Thsd7b	0.0183	0.0651	1.7613	5.2412
ENSMUSG00000042589	Cux2	0.4876	1.2963	3.5731	6.2438
ENSMUSG00000042590	Ipo11	27.0129	29.1979	14.1416	10.5053
ENSMUSG00000042594	Sh2b3	1.1813	2.393	1.8895	1.0528
ENSMUSG00000042595	Fam199x	5.5286	8.0526	10.0324	7.9833
ENSMUSG00000042596	Tfap2d	0	0.1382	0	0
ENSMUSG00000042599	Jhdm1d	5.504	3.1457	17.1525	17.7856
ENSMUSG00000042604	Kcna4	0.0081	0	0.0163	0.1834
ENSMUSG00000042605	Atxn2	5.6193	20.9648	14.206	12.8196
ENSMUSG00000042606	Hirip3	8.6034	4.2123	2.5081	0.6362
ENSMUSG00000042607	Asb4	0.148	0.176	0.4181	1.3615
ENSMUSG00000042608	Stk40	3.3376	7.2207	5.025	3.4314
ENSMUSG00000042613	Pbxip1	1.4217	2.4227	1.8487	0.6417
ENSMUSG00000042616	Oscp1	0.9899	3.4602	2.2825	2.1976
ENSMUSG00000042622	Maff	2.5293	0.1891	2.2145	3.3306
ENSMUSG00000042625	Safb2	11.2578	14.5702	11.8809	5.848
ENSMUSG00000042626	Shc1	29.0362	5.9329	7.6191	8.6874
ENSMUSG00000042628	Zfyve1	6.4768	3.5321	10.3876	8.2853
ENSMUSG00000042631	Xkr7	0.1407	2.0504	13.8377	6.196
ENSMUSG00000042632	Pla2g6	4.3082	5.3429	3.2581	2.7168
ENSMUSG00000042638	Gucy2c	0.0132	0	0.0157	0.0061
ENSMUSG00000042641	Rgsl1	0	0.0174	0	0
ENSMUSG00000042642	Flad1	5.798	2.9513	4.3905	4.967
ENSMUSG00000042644	Itpr3	3.9511	0.2915	0.3037	0.1998
ENSMUSG00000042647	Acad12	1.1738	0.4478	0.5588	0.1048
ENSMUSG00000042650	Alkbh5	27.2648	14.0502	15.4535	11.0195
ENSMUSG00000042655	Fam159b	0.0189	0.0777	0.1504	0.0561
ENSMUSG00000042659	Arrdc4	16.1097	6.2676	28.2955	23.0599
ENSMUSG00000042660	Wdr55	14.5166	10.3685	5.4824	4.0974
ENSMUSG00000042662	Dusp15	0.0073	0.0414	0.644	1.1114
ENSMUSG00000042670	Immp1l	5.6548	19.1251	10.3499	7.2389
ENSMUSG00000042671	Rgs8	0.0143	1.2112	3.9194	1.0559
ENSMUSG00000042672	Dcst1	0.0816	0	0	0
ENSMUSG00000042675	Ypel3	1.4446	1.5825	3.6021	4.6437
ENSMUSG00000042677	Zc3h12a	1.0421	0.0829	0.163	0.078
ENSMUSG00000042678	Myo15	0.0304	0.0032	0.0132	0.0146
ENSMUSG00000042680	Fam59a	0.9852	3.312	1.2228	1.6752
ENSMUSG00000042682	Selk	7.8696	13.8189	40.1377	44.436
ENSMUSG00000042684	Npl	2.1408	2.3408	1.7764	0.3047
ENSMUSG00000042686	Jph1	1.2535	0.5592	0.1971	0.3468
ENSMUSG00000042688	Mapk6	45.1027	37.0327	63.4991	66.4001
ENSMUSG00000042694	Obfc1	3.8515	9.7681	4.8168	3.4728
ENSMUSG00000042699	Dhx9	31.4763	23.4816	37.2219	20.1455
ENSMUSG00000042700	Sipa1l1	5.3753	5.5699	5.1235	4.0959
ENSMUSG00000042705	Commd10	20.5023	13.8502	13.8223	12.9674
ENSMUSG00000042707	Dnali1	0	0.0162	0.0151	0.0346
ENSMUSG00000042708	1700012A16Rik	0.4548	0	0	0
ENSMUSG00000042709	Atpaf2	7.2503	9.8261	5.4741	4.258
ENSMUSG00000042712	Wbp5	67.1343	58.9975	57.9057	49.1129
ENSMUSG00000042717	Ppp1r3a	0	0	0	0
ENSMUSG00000042719	Naa25	31.2136	14.3475	9.3643	8.9081
ENSMUSG00000042724	Map3k9	0.9253	1.0009	3.896	4.5561
ENSMUSG00000042726	Trafd1	3.3039	7.6744	11.9854	16.5336
ENSMUSG00000042729	Wdr74	14.4411	19.3299	5.8839	6.5436
ENSMUSG00000042730	Gm9775	0	0	0	0
ENSMUSG00000042734	Ttc9	0.7189	1.1803	1.6579	3.3884
ENSMUSG00000042737	Dpm3	5.9636	19.9895	10.1991	10.3395
ENSMUSG00000042742	B630005N14Rik	7.058	7.9207	9.7059	11.214
ENSMUSG00000042743	Sgtb	2.1394	1.9918	13.0131	19.3225
ENSMUSG00000042744	Gm15800	1.4166	2.8411	7.7558	9.7112
ENSMUSG00000042745	Id1	6.6124	11.8705	1.7559	0.3266
ENSMUSG00000042747	Krtcap2	14.8011	71.789	17.4073	20.4444
ENSMUSG00000042750	Bex2	6.1513	42.916	37.156	48.5422
ENSMUSG00000042751	Nmnat2	13.1882	0.6069	9.2921	20.0136
ENSMUSG00000042757	Tmem108	0.0762	0.2904	0.3936	1.0636
ENSMUSG00000042759	Apobr	0.3424	0.007	0.0337	0
ENSMUSG00000042761	Mrap2	0.0151	0	0	0.0967
ENSMUSG00000042763	Maneal	0.564	1.9965	2.975	4.5295
ENSMUSG00000042766	Trim46	0.3392	0.5422	1.5562	5.5434
ENSMUSG00000042770	Hebp1	4.0004	1.9784	0.9648	1.7486
ENSMUSG00000042772	Smg7	13.563	13.6321	14.5079	11.7036
ENSMUSG00000042774	Olfr1353	0	0	0	0
ENSMUSG00000042784	Muc1	0.0214	0.8738	0.1414	0.0928
ENSMUSG00000042787	Exog	1.6934	2.7732	4.0086	3.9047
ENSMUSG00000042788	Fam166b	0.0478	0.0353	0	0
ENSMUSG00000042790	Rnf214	4.2256	7.928	9.8447	9.5033
ENSMUSG00000042793	Lgr6	0.3167	0.0253	0.0954	0.023
ENSMUSG00000042796	Olfr1032	0	0	0	0
ENSMUSG00000042797	Aqp11	0.634	0.6215	0.6796	0.7807
ENSMUSG00000042800	1700015E13Rik	0	0	0	0
ENSMUSG00000042801	Olfr769	0	0	0	0
ENSMUSG00000042804	Gpr153	0.2204	1.2786	4.7853	4.9128
ENSMUSG00000042807	Hecw2	1.1787	1.3272	13	11.4251
ENSMUSG00000042808	Gpx2	1.1031	0	0	0
ENSMUSG00000042810	Krba1	1.61	3.7075	3.4922	5.0381
ENSMUSG00000042814	Mcts2	10.9095	12.7993	8.5896	9.9409
ENSMUSG00000042816	Gpr151	0	0	0	0
ENSMUSG00000042817	Flt3	0.019	0.0107	0	0.0815
ENSMUSG00000042821	Snai1	0.296	0.0978	0	0.0217
ENSMUSG00000042826	Fgf11	0.2616	0.1404	0.6943	2.6331
ENSMUSG00000042828	Trim72	0.056	0.0364	0.0182	0.0131
ENSMUSG00000042831	Alkbh6	3.777	10.8984	5.3319	5.0917
ENSMUSG00000042834	D0H4S114	1.2457	15.7265	62.971	120.524
ENSMUSG00000042842	Serpinb6b	0.2018	0.0222	0.0527	0.0334
ENSMUSG00000042845	Wfdc12	0.0586	0	0	0
ENSMUSG00000042846	Lrrtm3	0.0829	0.0968	0.4561	1.5815
ENSMUSG00000042848	Vmn1r226	0.0604	0	0	0
ENSMUSG00000042849	Olfr1414	0	0	0	0
ENSMUSG00000042851	Zc3h6	1.4285	0.733	0.9856	1.0423
ENSMUSG00000042854	Trp53rk	1.3124	2.2293	2.1441	1.6473
ENSMUSG00000042857	Gm9776	0.1819	0.4527	0.2243	0.2743
ENSMUSG00000042861	Kcna10	0	0	0	0
ENSMUSG00000042863	Olfr1026	0	0	0	0
ENSMUSG00000042869	Olfr1370	0	0	0	0
ENSMUSG00000042870	Tom1	1.8796	2.0888	1.1722	1.6958
ENSMUSG00000042873	Lhfpl4	0.1279	1.3386	4.5681	5.6031
ENSMUSG00000042874	D930007J09Rik	0.3678	0	0	0.2992
ENSMUSG00000042878	Ccdc85b	1.0286	1.4898	1.5366	1.7833
ENSMUSG00000042888	1700110M21Rik	0	0	0	0.0169
ENSMUSG00000042894	Olfr1260	0	0	0	0
ENSMUSG00000042895	Abra	0.0199	0	0	0
ENSMUSG00000042903	Foxo4	10.4451	2.4928	2.7671	1.1293
ENSMUSG00000042909	Olfr648	0	0	0	0
ENSMUSG00000042918	Mamstr	0.2874	0.0965	0.226	0.2533
ENSMUSG00000042922	D130020L05Rik	0.0951	0.1509	0.0478	0.034
ENSMUSG00000042938	Gm14117	0.0716	0.0957	0.0921	0.1066
ENSMUSG00000042940	9230106D20Rik	0	0	0	0
ENSMUSG00000042942	Greb1l	0.247	4.9618	3.6772	1.8762
ENSMUSG00000042943	4922501L14Rik	0.0072	0.0242	0.0464	0.1641
ENSMUSG00000042949	Olfr957	0	0	0	0
ENSMUSG00000042961	Egflam	0.0236	0.2117	0.305	0.1908
ENSMUSG00000042962	Gm5436	0.1704	0.161	0.0733	0.1105
ENSMUSG00000042976	9930038B18Rik	0.0048	0	0	0.0067
ENSMUSG00000042978	Sbk1	5.8645	16.9839	54.5551	74.6939
ENSMUSG00000042985	Upk3b	0.1356	0.0553	0	0
ENSMUSG00000042988	Notum	2.9887	0.214	0	0
ENSMUSG00000042992	Loh12cr1	1.617	2.7004	3.4784	5.9571
ENSMUSG00000042993	Ifnk	0.0271	0	0	0
ENSMUSG00000042997	Nhlrc3	2.5144	2.4171	4.0369	3.5548
ENSMUSG00000043003	Rasef	0.1305	0.0417	0.0506	0.0188
ENSMUSG00000043004	Gng2	3.7464	10.4156	82.9237	81.3924
ENSMUSG00000043008	Klhl6	0.0076	0.073	0.0836	0.2136
ENSMUSG00000043013	Onecut1	0.0586	1.9865	12.4979	13.9995
ENSMUSG00000043015	Tmem194b	3.3525	2.5531	1.6592	2.605
ENSMUSG00000043017	Ptgir	0.0181	0	0.023	0.0266
ENSMUSG00000043019	Edem3	11.1193	6.6502	13.7894	16.3772
ENSMUSG00000043020	Wdr63	0.0385	0	0.009	0
ENSMUSG00000043024	Gm16433	0.423	0.1233	0.0511	0.0256
ENSMUSG00000043029	Trpv3	0.0937	0	0.0244	0.0547
ENSMUSG00000043036	Ccdc63	0.4979	0	0	0
ENSMUSG00000043050	Tnp2	0	0	0	0
ENSMUSG00000043051	Disc1	0.0873	0.1064	0.0534	0.0727
ENSMUSG00000043059	Zfp513	2.9492	2.0713	3.8632	1.7813
ENSMUSG00000043060	Fscb	0	0	0	0
ENSMUSG00000043061	Tmem18	2.3485	6.4248	4.2764	3.4802
ENSMUSG00000043065	Spice1	6.5009	7.528	2.1583	1.3896
ENSMUSG00000043066	Vmn1r66	0	0	0	0
ENSMUSG00000043067	Dpy19l1	14.742	16.7951	7.3155	5.2381
ENSMUSG00000043068	Fam89a	0.6943	0.5543	3.506	3.8579
ENSMUSG00000043073	Dub3	1.0002	0.1065	0	0
ENSMUSG00000043079	Synpo	0.0835	0.713	1.6614	0.4082
ENSMUSG00000043085	Tmem82	0.4626	0.3532	0.0659	0.1601
ENSMUSG00000043087	Olfr855	0	0	0	0
ENSMUSG00000043088	Il17re	0.0105	0	0	0
ENSMUSG00000043089	Mmp1a	0	0	0	0
ENSMUSG00000043090	Zfp866	5.9248	12.3759	13.3226	14.9764
ENSMUSG00000043091	Tuba1c	29.9291	26.4539	28.6676	47.0459
ENSMUSG00000043099	Hic1	0.2564	0.1005	0.0392	0.0282
ENSMUSG00000043102	Qrfp	0	0	0	0
ENSMUSG00000043110	Lrrn4	0.3453	0.1539	0.0944	0
ENSMUSG00000043119	Olfr448	0	0	0	0
ENSMUSG00000043122	A530016L24Rik	0	0	0	0
ENSMUSG00000043126	D830039M14Rik	0	0	0.1708	0.109
ENSMUSG00000043131	Mob1a	21.9646	26.1033	16.4405	9.7995
ENSMUSG00000043140	Tmem186	4.5293	6.3734	5.858	5.2739
ENSMUSG00000043144	Aqp6	0.0375	0	0.0639	0
ENSMUSG00000043145	Gm11292	0	0	0	0
ENSMUSG00000043153	Ispd	0.2671	0.8162	1.4688	2.3582
ENSMUSG00000043154	Ppp2r3a	1.2331	2.7497	4.5255	6.9061
